"Activo","Fecha","Activo Tot| en moneda orig| en miles| consolid:si*|AENZAC1","Activo Tot| en moneda orig| en miles| consolid:si*|DESXXIC1","Activo Tot| en moneda orig| en miles| consolid:si*|RVIA5BC1","PasCor| en moneda orig| en miles| consolid:si*|AENZAC1","PasCor| en moneda orig| en miles| consolid:si*|DESXXIC1","PasCor| en moneda orig| en miles| consolid:si*|RVIA5BC1","ActCor| en moneda orig| en miles| consolid:si*","PrPlEq| en moneda orig| en miles| consolid:si*|AENZAC1","PrPlEq| en moneda orig| en miles| consolid:si*|DESXXIC1","PrPlEq| en moneda orig| en miles| consolid:si*|RVIA5BC1","IngrNet| en moneda orig| en miles| en el ejercicio| consolid:si*|AENZAC1","IngrNet| en moneda orig| en miles| en el ejercicio| consolid:si*|DESXXIC1","IngrNet| en moneda orig| en miles| en el ejercicio| consolid:si*|RVIA5BC1","Cierre|ajust p/var cap|en moneda orig|AENZAC1","Cierre|ajust p/var cap|en moneda orig|DESXXIC1","Cierre|ajust p/var cap|en moneda orig|RVIA5BC1","Volumen$|en moneda orig|en miles|AENZAC1","Volumen$|en moneda orig|en miles|DESXXIC1","Volumen$|en moneda orig|en miles|RVIA5BC1","Result Bruto| en moneda orig| en miles| en el ejercicio| consolid:si*|AENZAC1","Result Bruto| en moneda orig| en miles| en el ejercicio| consolid:si*|DESXXIC1","Result Bruto| en moneda orig| en miles| en el ejercicio| consolid:si*|RVIA5BC1","EBITDA| en moneda orig| en miles| de 12 meses| consolid:si*|AENZAC1","EBITDA| en moneda orig| en miles| de 12 meses| consolid:si*|DESXXIC1","EBITDA| en moneda orig| en miles| de 12 meses| consolid:si*|RVIA5BC1","CicOpe| de 12 meses| consolid:si*|AENZAC1","CicOpe| de 12 meses| consolid:si*|DESXXIC1","CicOpe| de 12 meses| consolid:si*|RVIA5BC1","CapTrb| en moneda orig| en miles| consolid:si*|AENZAC1","CapTrb| en moneda orig| en miles| consolid:si*|DESXXIC1","CapTrb| en moneda orig| en miles| consolid:si*|RVIA5BC1","GasAdm| en moneda orig| en miles| en el ejercicio| consolid:si*|AENZAC1","GasAdm| en moneda orig| en miles| en el ejercicio| consolid:si*|DESXXIC1","GasAdm| en moneda orig| en miles| en el ejercicio| consolid:si*|RVIA5BC1","CstVen| en moneda orig| en miles| en el ejercicio| consolid:si*|AENZAC1","CstVen| en moneda orig| en miles| en el ejercicio| consolid:si*|DESXXIC1","CstVen| en moneda orig| en miles| en el ejercicio| consolid:si*|RVIA5BC1","PPProv| de 12 meses| consolid:si*|AENZAC1","PPProv| de 12 meses| consolid:si*|DESXXIC1","PPProv| de 12 meses| consolid:si*|RVIA5BC1","Inventario| en moneda orig| en miles| consolid:si*|AENZAC1","Inventario| en moneda orig| en miles| consolid:si*|DESXXIC1","Inventario| en moneda orig| en miles| consolid:si*|RVIA5BC1","PasTot| en moneda orig| en miles| consolid:si*|AENZAC1","PasTot| en moneda orig| en miles| consolid:si*|DESXXIC1","PasTot| en moneda orig| en miles| consolid:si*|RVIA5BC1","CueCobCP| en moneda orig| en miles| consolid:si*|AENZAC1","CueCobCP| en moneda orig| en miles| consolid:si*|DESXXIC1","CueCobCP| en moneda orig| en miles| consolid:si*|RVIA5BC1","Cue Pag LP| en moneda orig| en miles| consolid:si*|AENZAC1","Cue Pag LP| en moneda orig| en miles| consolid:si*|DESXXIC1","Cue Pag LP| en moneda orig| en miles| consolid:si*|RVIA5BC1","Ganancia Neta| en moneda orig| en miles| en el ejercicio| consolid:si*|AENZAC1","Ganancia Neta| en moneda orig| en miles| en el ejercicio| consolid:si*|DESXXIC1","Ganancia Neta| en moneda orig| en miles| en el ejercicio| consolid:si*|RVIA5BC1"
"DESXXIC1<XLIM>","2T2014",6820795,"-",181657,2949571,"-",67082,"-",1008930,"-",972,3084714,"-",61520,7.8359240369,"-","-",162068.28371,"-","-",428623,"-",25830,866279,"-","-",157.35369352,"-",0,1276726,"-",-45041,196141,"-",1859,2656091,"-",35690,72.442479388,"-",4.3699731904,867461,"-",0,3599372,"-",67985,1760758,"-",0,4953,"-",0,135063,"-",12036
"DESXXIC1<XLIM>","3T2014",7147150,"-",204840,3193449,"-",81884,"-",1072334,"-",919,4899016,"-",112299,6.8564335323,"-","-",170823.21346,"-","-",685477,"-",39936,866341,"-","-",161.46002797,"-",0,1252022,"-",-61328,307515,"-",3484,4213539,"-",72363,68.649035182,"-",1.2325634852,884421,"-",0,3886222,"-",82712,1930417,"-",0,5049,"-",0,235294,"-",20492
"DESXXIC1<XLIM>","4T2014",7812750,"-",236493,3921313,"-",109133,"-",1146392,"-",839,7008680,"-",178170,5.6888808508,"-","-",125990.4826,"-","-",951293,"-",55036,799394,"-",62347,165.50701249,"-",0,713944,"-",-103041,429439,"-",3729,6057387,"-",123134,70.32079674,"-",2.0202381146,833570,"-",0,4516097,"-",109767,2257703,"-",0,3779,"-",0,299655,"-",31090
"DESXXIC1<XLIM>","1T2015",8043086,"-",270638,3631443,"-",134435,"-",1157179,"-",779,1702970,"-",51655,3.7612435377,"-","-",55535.47716,"-","-",173473,"-",14340,733918,"-","-",159.12371254,"-",0.0035016219318,1262440,"-",-123266,108908,"-",1103,1529497,"-",37315,62.355883096,"-",1.5599422244,847024,"-",0,4957794,"-",134915,2210017,"-",2,3861,"-",0,17581,"-",8997
"DESXXIC1<XLIM>","2T2015",8229341,"-",316832,3857338,"-",171397,"-",1187453,"-",724,3764109,"-",110127,3.68168249,"-","-",32600.83301,"-","-",352138,"-",29130,725182,"-","-",163.05031349,"-",0,1138823,"-",-157783,206217,"-",2136,3411971,"-",80997,64.562542463,"-",4.4262382674,873193,"-",0,5080593,"-",171707,2496755,"-",0,3930,"-",0,39948,"-",18399
"DESXXIC1<XLIM>","3T2015",8358416,"-",389910,3696350,"-",47465,"-",1166814,"-",672,5617905,"-",179009,2.1038185657,"-","-",28242.22172,"-","-",467680,"-",45890,613481,"-","-",168.5516427,"-",8.4501796798,1410214,"-",2997.9999999,296611,"-",3354,5150225,"-",133119,62.634198985,"-",0.98080374137,1070086,"-",0,5307372,"-",233513,2435730,"-",5748,0,"-",0,6709,"-",29671
"DESXXIC1<XLIM>","4T2015",9007333,"-",420905,4094157,"-",73741,"-",1116442,"-",620,7832433,"-",246231,1.594047144,"-","-",21838.53371,"-","-",702809,"-",63304,628542,"-",68920,167.46045419,"-",4.5761906503,1160276,"-",-30537,410789,"-",5137,7129624,"-",182927,82.5953234,"-",1.6393424699,1159154,"-",0,5827756,"-",260320,2369978,"-",3130,0,"-",0,89084,"-",40859
"DESXXIC1<XLIM>","1T2016",8995381,"-",473300,3738109,"-",25782,"-",1111365,"-",584,1433049,"-",59451,2.2251927137,"-","-",40422.73071,"-","-",143426,"-",18200,652140,"-","-",163.60314399,"-",7.5251843308,1393508,"-",35763,94135,"-",1222,1289623,"-",41251,76.331390834,"-",0.99987691517,1184295,"-",0,5796406,"-",300998,2136870,"-",5310,0,"-",0,70874,"-",11717
"DESXXIC1<XLIM>","2T2016",8904745,"-",501360,3662475,"-",48206,"-",1111665,"-",565,2799110,"-",114340,3.795290115,"-","-",87559.77161,"-","-",306617,"-",34343,629923,"-","-",177.25917774,"-",0.18830556931,1248223,"-",5160,187194,"-",2481,2492493,"-",79997,83.370387749,"-",1.4385989985,1185075,"-",0,5683458,"-",318653,2070928,"-",131,0,"-",0,104905,"-",22122
"DESXXIC1<XLIM>","3T2016",9719085,"-",578076,3937499,"-",48494,"-",1135611,"-",503,4238328,"-",176899,4.5478045344,"-","-",122181.30787,"-","-",450058,"-",53747,676780,"-",76054,197.41459408,"-",16.575386796,1218487,"-",64591,289000,"-",4039,3788270,"-",123152,98.462966582,"-",0.94079555967,1237746,"-",0,6448689,"-",392643,2153790,"-",11240,0,"-",0,138642,"-",34848
"DESXXIC1<XLIM>","4T2016",9536961,"-",575287,4538736,"-",49721,"-",1113599,"-",432,6484268,"-",216260,3.8443671423,"-","-",70447.84601,"-","-",614667,"-",72404,537303,"-",77685,166.21585677,"-",17.500601128,-138804.00001,"-",58525,398695,"-",5707,5869601,"-",143856,78.407258006,"-",1.6816816817,1107702,"-",0,6566096,"-",389382,1770155,"-",10513,0,"-",0,-117735,"-",47320
"DESXXIC1<XLIM>","1T2017",9475365,"-",594641,3650283,"-",60714,"-",1104289,"-",391,1418365,"-",33641,1.7176959572,"-","-",95606.97399,"-","-",211174,"-",17836,599627,"-",77392,164.35558927,"-",19.505592019,1584888,"-",58433,96916,"-",1146,1207191,"-",15805,62.218587361,"-",2.8183430454,1015745,"-",0,6301905,"-",396841,1818125,"-",10319,0,"-",0,79123,"-",11895
"DESXXIC1<XLIM>","2T2017",9006390,"-",587061,3557936,"-",54838,"-",973498,"-",351,2847347,"-",69013,1.7667729846,"-","-",88792.3293,"-","-",359928,"-",36587,680544,"-",80230,146.79878367,"-",21.949652788,1350336,"-",44966,192716,"-",2365,2487419,"-",32426,63.789349081,"-",3.7987225425,991632,"-",0,5822317,"-",386708,1559208,"-",10422,0,"-",0,148693,"-",24448
"DESXXIC1<XLIM>","3T2017",9481336,"-",572513,3866458,"-",39115,"-",910959,"-",335,4462094,"-",107449,2.5192874039,"-","-",31881.60932,"-","-",525437,"-",57026,832816,"-",81095,150.75247257,"-",13.881615693,1562810,"-",44084,288253,"-",3870,3936657,"-",50423,77.480732763,"-",3.6239402758,949700,"-",0,6266455,"-",369087,1750439,"-",5661,0,"-",0,238788,"-",37521
"DESXXIC1<XLIM>","4T2017",8943193,"-",580880,3835602,"-",45613,"-",869714,"-",318,6279765,"-",149467,1.5295673524,"-","-",61638.71736,"-","-",716379,"-",75722,859189,"-",81436,148.20573799,"-",17.811289449,873468,"-",42082,418304,"-",5390,5563386,"-",73745,97.802812891,"-",13.356295342,769904,"-",0,6121894,"-",373549,1716228,"-",7395,0,"-",0,-132753,"-",49426
"DESXXIC1<XLIM>","1T2018",8817803,"-",588316,4022701,"-",51425,"-",828244,"-",304,1311031,"-",44530,1.5622853706,"-","-",32372.48167,"-","-",153247,"-",14424,782870,"-",83360,146.02946511,"-",30.931677019,585329,"-",29768,92990,"-",1500,1157784,"-",30106,101.51516355,"-",6.9100243055,756830,"-",0,6174073,"-",376606,1656562,"-",13778,0,"-",0,-14178,"-",5379
"DESXXIC1<XLIM>","2T2018",8328087,"-",563014,3331018,"-",39939,"-",592520,"-",288,2241743,"-",82383,1.7013369481,"-","-",41494.17875,"-","-",238148,"-",25815,663499,"-",84158,132.78312896,"-",12.54186702,256511,"-",27268,164618,"-",3061,2003595,"-",56568,101.82166887,"-",6.7118207729,751992,"-",0,5827484,"-",359499,1252851,"-",5673,0,"-",0,-28387,"-",8384
"DESXXIC1<XLIM>","3T2018",8156162,"-",552174,3247051,"-",37290,"-",567254,"-",273,3741578,"-",120047,1.4968493341,"-","-",15324.86404,"-","-",593450,"-",38695,690117,"-",85462,135.44211174,"-",19.720976152,149442,"-",34820,252404,"-",4526,3148128,"-",81352,100.96700278,"-",3.3842214877,646424,"-",0,5618075,"-",350228,1338930,"-",8878,0,"-",0,15712,"-",12815
"DESXXIC1<XLIM>","4T2018",7473308,"-",572517,2730315,"-",66506,"-",503584,"-",258,4200909,"-",163119,1.7160722776,"-","-",11640.40572,"-","-",706123,"-",51627,581772,"-",87842,151.12095725,"-",6.367130745,406486,"-",43272,307530,"-",6517,3494786,"-",111492,122.03634786,"-",3.5744268647,518046,"-",0,4975803,"-",372767,1140742,"-",2885,0,"-",0,-74222,"-",17219
"DESXXIC1<XLIM>","1T2019",7194987,"-",594129,2840914,"-",100441,"-",459900,"-",272,683871,"-",58074,2.1184130503,"-","-",40300.35368,"-","-",104299,"-",14407,552435,"-",90945,184.93887891,"-",40.189060528,593126,"-",24236,78247,"-",1544,579572,"-",43667,122.54772894,"-",1.2896931701,550718,"-",0,4716362,"-",394462,1161095,"-",19722,0,"-",0,-1137,"-",4917
"DESXXIC1<XLIM>","2T2019",7220420,"-",607045,2657842,"-",119061,"-",449213,"-",260,1628982,"-",140036,1.8830338225,"-","-",50127.77305,"-","-",226337,"-",29129,600984,"-",94788,184.72852309,"-",81.669052235,796591,"-",20632,94840,"-",2765,1402645,"-",110907,140.94649455,"-",1.0007779004,594781,"-",0,4439548,"-",404886,1103718,"-",50084,0,"-",0,27040,"-",10409
"DESXXIC1<XLIM>","3T2019",7333657,"-",576287,2586231,"-",95873,"-",513019,"-",308,2833119,"-",217630,1.5440877345,"-","-",13019.79041,"-","-",367868,"-",40148,423681,"-",93108,204.10349096,"-",47.374089957,844513,"-",26493,143735,"-",4234,2465251,"-",177482,154.42694625,"-",1.4079432815,585109,"-",0,4538926,"-",379251,1181567,"-",34307,0,"-",0,34944,"-",13286
"DESXXIC1<XLIM>","4T2019",6404661,"-",527075,2692882,"-",53716,"-",522683,"-",274,4085263,"-",272679,1.6005787491,"-","-",73938.50628,"-","-",442040,"-",53616,-58999,"-",94150,131.99850999,"-",10.411362811,380618,"-",26870,213594,"-",5749,3643223,"-",219063,112.4842701,"-",1.1306336533,552573,"-",0,4523543,"-",336073,878295,"-",7886,0,"-",0,-880443,"-",17252
"DESXXIC1<XLIM>","1T2020",6379076,"-",532115,2599849,"-",59429,"-",497391,"-",247,882750,"-",39179,1.0921596171,"-","-",31841.03802,"-","-",68828,"-",11613,-97170.000001,"-",91322,123.34717515,"-",7.0500898402,430116,"-",37648,39413,"-",1297,813922,"-",27566,102.94599224,"-",1.4792916901,587136,"-",0,4615207,"-",344447,819182,"-",4970,0,"-",0,-30444,"-",1466
"DESXXIC1<XLIM>","2T2020",6115452,"-",485074,2491245,"-",36468,"-",475007,"-",220,1365027,"-",56522,1.5535029036,"-","-",36556.42245,"-","-",93703,"-",8578,-213059,"-",75468,116.93299976,"-",4.3371659662,303868,"-",16853,72275,"-",2342,1271324,"-",47944,99.495008688,"-",2.0940422806,614411,"-",0,4397347,"-",306011,572672,"-",2279,1667,"-",1667,-69795,"-",-7139
"DESXXIC1<XLIM>","3T2020",6106941,"-",483147,2377028,"-",41836,"-",484996,"-",202,2223037,"-",92647,1.6194090874,"-","-",42161.26772,"-","-",212543,"-",16835,-267498,"-",74608,155.73367228,"-",5.6499837504,349013,"-",24191,121444,"-",3447,2010494,"-",75812,108.36109903,"-",1.7265083949,621444,"-",0,4368728,"-",302351,826015,"-",2318,33928,"-",0,-55143,"-",-5406
"DESXXIC1<XLIM>","4T2020",6251419,"-",475742,2621448,"-",45185,"-",469987,"-",294,3314029,"-",134149,1.6382394256,"-","-",55655.32138,"-","-",320606,"-",30094,268573,"-",76367,170.23376748,"-",6.2634831419,272837,"-",27277,152443,"-",4643,2993423,"-",104055,132.22291671,"-",1.8301859593,552000,"-",0,4557448,"-",300164,955989,"-",2334,40502,"-",0,-119625,"-",-624
"DESXXIC1<XLIM>","1T2021",6095847,"-",594129,2590967,"-",100441,"-",389703,"-",272,905794,"-",58074,1.6947304403,"-","-",67038.28943,"-","-",102664,"-",14407,299105,"-",79195,175.69774251,"-",46.391364575,255345,"-",24236,49517,"-",1544,803130,"-",43667,133.89661678,"-",1.3422550684,562426,"-",0,4548429,"-",394462,999394,"-",19722,39624,"-",0,-34697,"-",4917
"DESXXIC1<XLIM>","2T2021",6183345,"-",461612,2714222,"-",49880,"-",377651,"-",256,1884190,"-",89943,1.2710478302,"-","-",23564.87344,"-","-",188096,"-",25688,346753,"-",95570,156.66487607,"-",15.616399116,194594,"-",29963,95456,"-",2144,1696094,"-",64255,118.63878955,"-",0.87931807986,554896,"-",0,4668826,"-",288568,1045864,"-",7269,38036,"-",0,-61597,"-",9466
"DESXXIC1<XLIM>","3T2021",6367928,"-",455972,2932076,"-",54271,"-",364789,"-",227,2864786,"-",141816,1.4122753669,"-","-",115656.50223,"-","-",284097,"-",45308,344726,"-",107106,145.46274799,"-",10.294242791,83945,"-",34505,141961,"-",3254,2580689,"-",96508,105.28835582,"-",1.4919319284,544223,"-",0,4911047,"-",285008,994272,"-",5242,35535,"-",0,-103486,"-",20386
"DESXXIC1<XLIM>","4T2021",5901806,"-",472550,2327285,"-",82915,"-",301207,"-",205,3947549,"-",197137,1.2898781684,"-","-",105975.02257,"-","-",416980,"-",68424,444237,"-",117243,132.45929922,"-",17.06346348,564707,"-",21377,180230,"-",4335,3530569,"-",128713,98.608705849,"-",2.5899481793,488326,"-",0,4426872,"-",304189,906471,"-",9344,0,"-",0,-131850,"-",33783
"DESXXIC1<XLIM>","1T2022",5601994,"-",463890,2146029,"-",73150,"-",292191,"-",176,1049118,"-",51380,1.3,"-","-",25498.4649,"-","-",109134,"-",20851,463544,"-",125984,115.44036298,"-",5.9394149431,377241,"-",23492,29883,"-",1076,939984,"-",30529,85.110694894,"-",3.457495133,510345,"-",0,3836916,"-",284898,742540,"-",3142,0,"-",0,-30188,"-",10631
"DESXXIC1<XLIM>","2T2022",5963293,"-",448557,2064390,"-",63709,"-",289346,"-",54,2099014,"-",106018,0.94,"-","-",41805.15808,"-","-",221050,"-",38815,493407,"-",127573,120.23475126,"-",14.627131681,798867,"-",33894,69775,"-",2278,1877964,"-",67203,83.409952325,"-",5.0557112585,478842,"-",0,4206140,"-",269328,853296,"-",8663,0,"-",0,-24767,"-",17868
"DESXXIC1<XLIM>","3T2022",6080181,"-",445039,2684556,"-",72166,"-",292187,"-",31,3180063,"-",171278,0.68,"-","-",23136.16587,"-","-",313256,"-",61642,237952,"-",131630,122.46770146,"-",16.316047291,164246,"-",37018,108931,"-",3304,2866807,"-",109636,92.006926426,"-",2.8197770743,428495,"-",0,4630387,"-",265837,971580,"-",10270,0,"-",0,-331544,"-",30841
"DESXXIC1<XLIM>","4T2022",5946815,"-",422056,2661411,"-",71293,"-",285972,"-",326,4387832,"-",238043,0.83,"-","-",10356.64427,"-","-",450143,"-",84878,176853,"-",132770,122.49775199,"-",16.265128569,165797,"-",30174,162598,"-",4422,3937689,"-",153165,94.650633912,"-",2.2117324454,367255,"-",0,4587997,"-",255276,1083816,"-",10755,0,"-",0,-455244,"-",44119
"DESXXIC1<XLIM>","1T2023",5965161,"-",424668,2691465,"-",87489,"-",285828,"-",286,850138,"-",52033,0.66,"-","-",7337.93852,"-","-",63122,"-",18204,144909,"-",130899,125.01464566,"-",15.98384556,22843,"-",16867,28063,"-",1235,787016,"-",33829,95.306967145,"-",2.0454414725,386234,"-",0,4658664,"-",260785,1027157,"-",10598,7908,"-",0,-17388,"-",8803
"DESXXIC1<XLIM>","2T2023",6006339,"-",392585,2768231,"-",59547,"-",280588,"-",245,1887059,"-",102279,0.46,"-","-",3895.16625,"-","-",215208,"-",33507,162000,"-",131723,128.03139956,"-",6.1228148047,36590,"-",31688,102923,"-",2357,1671851,"-",68772,98.314706708,"-",2.2404901315,388581,"-",0,4709286,"-",221920,1050273,"-",3985,8985,"-",0,-22562,"-",15585
"DESXXIC1<XLIM>","3T2023",6050102,"-",384545,2752125,"-",63654,"-",301982,"-",205,3102290,"-",157312,0.64,"-","-",2081.05912,"-","-",501996,"-",55981,619395,"-",131144,131.117783,"-",4.7105236146,126653.99999,"-",35564,156132,"-",3472,2600294,"-",101331,113.10292941,"-",2.7287035759,393932,"-",0,4693062,"-",214303,1107306,"-",2932,6472,"-",2041,32577,"-",28812
"DESXXIC1<XLIM>","4T2023","-","-","-","-","-","-","-","-","-","-","-","-","-",0.57,"-","-",11509.58656,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","1T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","2T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","3T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","4T1994","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","1T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","2T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","3T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","4T1995","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","1T1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","2T1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","3T1996","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","4T1996",545657,"-","-",310822,"-","-","-",79985,"-","-",425251,"-","-","-","-","-","-","-","-",84002,"-","-","-","-","-","-","-","-",-12859.999999,"-","-",66849,"-","-",341249,"-","-","-","-","-",52212,"-","-",341927,"-","-","-","-","-","-","-","-",15602,"-","-"
"RVIA5BC1<XLIM>","1T1997",679158.88,"-","-",403999.9,"-","-","-",84659.573,"-","-",154618.431,"-","-","-","-","-","-","-","-",27141.081,"-","-","-","-","-","-","-","-",11167.978,"-","-",15384.683,"-","-",127477.35,"-","-","-","-","-",64181.579,"-","-",460124.904,"-","-","-","-","-","-","-","-",4031.694,"-","-"
"RVIA5BC1<XLIM>","2T1997",712096.401,"-","-",389484.256,"-","-","-",86855.455,"-","-",324883.778,"-","-","-","-","-","-","-","-",54049.784,"-","-","-","-","-","-","-","-",16254.021,"-","-",23992.701,"-","-",270833.994,"-","-","-","-","-",54530.649,"-","-",467629.533,"-","-","-","-","-","-","-","-",10044.755,"-","-"
"RVIA5BC1<XLIM>","3T1997",652951,"-","-",269989,"-","-","-",86276,"-","-",522353,"-","-",0.42212584385,"-","-",39094.99525,"-","-",81818,"-","-","-","-","-","-","-","-",76822,"-","-",35558,"-","-",440535,"-","-","-","-","-",43847,"-","-",321859,"-","-","-","-","-","-","-","-",19253,"-","-"
"RVIA5BC1<XLIM>","4T1997",767913,"-","-",351834,"-","-","-",97992,"-","-",778274,"-","-",0.40421749154,"-","-",20300.02311,"-","-",124512,"-","-","-","-","-",107.15543177,"-","-",81509,"-","-","-","-","-",653762,"-","-",38.279067918,"-","-",80882,"-","-",423435,"-","-",135370,"-","-","-","-","-",26711,"-","-"
"RVIA5BC1<XLIM>","1T1998",882726,"-","-",447416,"-","-","-",108113,"-","-",187088,"-","-",0.40421749154,"-","-",18800.560661,"-","-",22137,"-","-","-","-","-","-","-","-",34344,"-","-",16848,"-","-",164951,"-","-","-","-","-",81228,"-","-",517254,"-","-","-","-","-","-","-","-",5263,"-","-"
"RVIA5BC1<XLIM>","2T1998",912416,"-","-",451297,"-","-","-",132728,"-","-",408382,"-","-",0.44326316041,"-","-",33366.342686,"-","-",48393,"-","-","-","-","-","-","-","-",48244,"-","-",32332,"-","-",359989,"-","-","-","-","-",73925,"-","-",544357,"-","-","-","-","-","-","-","-",9629,"-","-"
"RVIA5BC1<XLIM>","3T1998",1016040,94292,"-",548239,1348,"-","-",135245,244,"-","-","-","-",0.37906641729,"-","-",23382.327431,"-","-","-","-","-","-","-","-","-","-","-",33332,90961,"-","-","-","-","-","-","-","-","-","-",66346,91426,"-",633139,4491,"-","-",0,"-","-","-","-","-","-","-"
"RVIA5BC1<XLIM>","4T1998",960671,97385.971,"-",474870,2557.89,"-","-",161992,254.181,"-",898113,"-","-",0.32098364275,"-","-",6117.265549,"-","-",813558,"-","-","-",-2243,"-",360.98464132,"-","-",28731,94374.233,"-",73280,2261,"-",84555,"-","-","-","-","-",69642,96336.164,"-",577044,6367.644,"-",160857,0,"-","-","-","-",29444,-2553,"-"
"RVIA5BC1<XLIM>","1T1999",1030921,98831,"-",514545,2236,"-","-",172365,231,"-",229926,"-","-",0.31792665846,"-","-",14036.241329,"-","-",27910,"-","-","-","-","-","-","-","-",46355,96364,"-",15497,321,"-",202016,"-","-","-","-","-",77071,98365,"-",638756,6759,"-","-",0,"-","-","-","-",6216,-595,"-"
"RVIA5BC1<XLIM>","2T1999",1114651,100311,"-",488275,8054,"-","-",182537,221,"-",454282,"-","-",0.33719003021,"-","-",78876.76702,"-","-",54178,"-","-","-","-","-","-","-","-",130332,92036,"-",29305,886,"-",400104,"-","-","-","-","-",76789,99813,"-",648095,8054,"-","-",0,"-","-",0,"-",6727,-1200,"-"
"RVIA5BC1<XLIM>","3T1999",1149554,105803,"-",493964,1419,"-","-",214143,229,"-",772506,"-","-",0.27841377051,"-","-",6414.1442239,"-","-",88346,"-","-","-","-","-","-","-","-",138583,104155,"-",42789,1574,"-",684160,"-","-","-","-","-",72951,98958,"-",672688,17117,"-","-",0,"-","-","-","-",12462,-2224,"-"
"RVIA5BC1<XLIM>","4T1999",1148316,107594.153,575287,502698,18655.254,49721,108246,236130,0,432,1080407,"-",216260,0.22273103116,"-","-",4647.8146124,"-","-",318911,"-",72404,105251,"-",77685,91.630411589,"-",17.500601128,112092,88938.899,58525,71898,2544.653,5707,761496,"-",143856,67.76876044,"-",1.6816816817,71285,253.904,0,672629,18655.254,389382,173856,"-",10513,"-",0,0,23124,-3264.722,47320
"RVIA5BC1<XLIM>","1T2000",1192379,108525,"-",544920,19342,"-","-",237885,260,"-",246756,0,"-",0.16086128799,"-","-",2453.6766503,"-","-",24653,0,"-","-","-","-",120.16091567,"-","-",120448,88923,"-",15981,726,"-",222103,0,"-",79.294971594,"-","-",70247,107134,"-",713655,19342,"-",267032,0,"-","-",0,"-",4081,-494,"-"
"RVIA5BC1<XLIM>","2T2000",1128995,109294,"-",469641,21974,"-","-",231405,226,"-",538789,242,"-",0.089862660546,"-","-",1463.7265872,"-","-",79114,92,"-","-","-","-","-","-","-",129936,87094,"-",32300,1354,"-",459675,150,"-","-","-","-",56430,107996,"-",630533,21974,"-","-","-","-","-",0,"-",17829,-3042,"-"
